	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.913 ± 0.027930	0.817 ± 0.045505	0.12308 ± 0.023975	0.795 ± 0.047722	0.634 ± 0.091010	0.3928 ± 0.054848	0.653 ± 0.103427	0.643 ± 0.096850	0.816 ± 0.030491	0.836 ± 0.079836	0.911 ± 0.029141	0.902 ± 0.024047	0.761 ± 0.037497	0.873 ± 0.073606
precision_recall_auc	0.907 ± 0.030830	0.822 ± 0.063987	0.12624 ± 0.021952	0.798 ± 0.079728	0.644 ± 0.127974	0.3947 ± 0.076439	0.658 ± 0.119051	0.651 ± 0.123454	0.824 ± 0.064350	0.834 ± 0.059053	0.905 ± 0.031671	0.903 ± 0.035478	0.767 ± 0.100752	0.877 ± 0.037421
roc_auc	0.908 ± 0.022293	0.836 ± 0.028540	0.12172 ± 0.012111	0.818 ± 0.034789	0.673 ± 0.057080	0.3854 ± 0.053285	0.681 ± 0.050841	0.677 ± 0.053581	0.843 ± 0.032903	0.838 ± 0.030611	0.905 ± 0.023037	0.906 ± 0.025247	0.800 ± 0.053672	0.873 ± 0.028748
