	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.696 ± 0.071156	0.661 ± 0.030555	0.21636 ± 0.020273	0.609 ± 0.032446	0.322 ± 0.061109	0.6910 ± 0.076105	0.340 ± 0.072770	0.331 ± 0.066157	0.682 ± 0.024142	0.658 ± 0.057799	0.679 ± 0.079774	0.730 ± 0.038127	0.572 ± 0.052705	0.750 ± 0.071870
precision_recall_auc	0.765 ± 0.088977	0.684 ± 0.066519	0.19015 ± 0.029999	0.616 ± 0.097849	0.368 ± 0.133038	0.6210 ± 0.087412	0.412 ± 0.147284	0.389 ± 0.138767	0.692 ± 0.053417	0.720 ± 0.106802	0.755 ± 0.097048	0.775 ± 0.059735	0.550 ± 0.118432	0.818 ± 0.093400
roc_auc	0.727 ± 0.083186	0.678 ± 0.064228	0.20103 ± 0.026339	0.622 ± 0.083851	0.355 ± 0.128456	0.7036 ± 0.185829	0.378 ± 0.131174	0.366 ± 0.129346	0.695 ± 0.058275	0.683 ± 0.082310	0.715 ± 0.091277	0.755 ± 0.051312	0.578 ± 0.105409	0.777 ± 0.078584
