	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.826 ± 0.034060	0.746 ± 0.033037	0.16909 ± 0.021609	0.682 ± 0.047697	0.493 ± 0.066074	0.5116 ± 0.061041	0.595 ± 0.071305	0.541 ± 0.067089	0.722 ± 0.027328	0.872 ± 0.053203	0.823 ± 0.034516	0.778 ± 0.057410	0.561 ± 0.055246	0.932 ± 0.032141
precision_recall_auc	0.846 ± 0.036230	0.746 ± 0.031791	0.15864 ± 0.020093	0.666 ± 0.048506	0.493 ± 0.063582	0.4885 ± 0.060339	0.669 ± 0.074889	0.574 ± 0.068554	0.711 ± 0.022349	0.958 ± 0.054634	0.842 ± 0.036966	0.812 ± 0.061560	0.511 ± 0.043823	0.982 ± 0.023473
roc_auc	0.845 ± 0.033454	0.747 ± 0.026560	0.15977 ± 0.015966	0.669 ± 0.040107	0.494 ± 0.053120	0.4944 ± 0.046892	0.662 ± 0.067764	0.572 ± 0.058772	0.712 ± 0.018712	0.950 ± 0.053133	0.841 ± 0.034090	0.806 ± 0.052172	0.517 ± 0.037497	0.977 ± 0.023957
