	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.632, 0.799]	[0.586, 0.788]	[0.18261, 0.26218]	[0.500, 0.750]	[0.172, 0.576]	[0.5839, 1.3459]	[0.187, 0.626]	[0.179, 0.601]	[0.615, 0.769]	[0.571, 0.857]	[0.601, 0.793]	[0.631, 0.806]	[0.444, 0.667]	[0.727, 0.909]
precision_recall_auc	[0.633, 0.891]	[0.598, 0.783]	[0.14048, 0.25625]	[0.444, 0.733]	[0.197, 0.566]	[0.5249, 1.5379]	[0.280, 0.710]	[0.235, 0.614]	[0.613, 0.750]	[0.667, 1.000]	[0.603, 0.889]	[0.652, 0.846]	[0.333, 0.611]	[0.818, 1.000]
roc_auc	[0.630, 0.872]	[0.621, 0.778]	[0.15002, 0.25847]	[0.462, 0.714]	[0.242, 0.556]	[0.4892, 1.5414]	[0.375, 0.733]	[0.302, 0.638]	[0.625, 0.739]	[0.706, 1.000]	[0.599, 0.869]	[0.646, 0.828]	[0.333, 0.667]	[0.773, 1.000]
