	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.869 ± 0.045731	0.788 ± 0.048200	0.15344 ± 0.030197	0.764 ± 0.053343	0.576 ± 0.096400	0.5109 ± 0.099010	0.587 ± 0.101934	0.582 ± 0.098805	0.800 ± 0.042253	0.787 ± 0.070232	0.865 ± 0.047698	0.855 ± 0.048387	0.744 ± 0.059720	0.832 ± 0.064461
precision_recall_auc	0.879 ± 0.037505	0.808 ± 0.033490	0.13997 ± 0.026671	0.777 ± 0.047844	0.617 ± 0.066979	0.4735 ± 0.095304	0.663 ± 0.066458	0.639 ± 0.060180	0.798 ± 0.040181	0.865 ± 0.074377	0.873 ± 0.043703	0.875 ± 0.031230	0.717 ± 0.088618	0.900 ± 0.063564
roc_auc	0.879 ± 0.031756	0.808 ± 0.045904	0.14254 ± 0.028213	0.782 ± 0.054465	0.616 ± 0.091809	0.4715 ± 0.094352	0.648 ± 0.102646	0.631 ± 0.093383	0.806 ± 0.043020	0.842 ± 0.089756	0.875 ± 0.034201	0.877 ± 0.033077	0.739 ± 0.078785	0.877 ± 0.074381
