	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.685, 0.903]	[0.697, 0.876]	[0.12553, 0.20904]	[0.667, 0.865]	[0.394, 0.753]	[0.3977, 0.8639]	[0.394, 0.747]	[0.394, 0.750]	[0.727, 0.905]	[0.667, 0.842]	[0.653, 0.901]	[0.785, 0.904]	[0.667, 0.889]	[0.727, 0.864]
precision_recall_auc	[0.849, 0.902]	[0.677, 0.871]	[0.10908, 0.18193]	[0.571, 0.857]	[0.354, 0.742]	[0.3718, 0.6033]	[0.467, 0.752]	[0.406, 0.747]	[0.667, 0.870]	[0.722, 0.923]	[0.845, 0.899]	[0.841, 0.917]	[0.444, 0.833]	[0.773, 0.955]
roc_auc	[0.839, 0.916]	[0.727, 0.899]	[0.11269, 0.18120]	[0.643, 0.889]	[0.455, 0.798]	[0.3727, 0.5995]	[0.495, 0.798]	[0.492, 0.798]	[0.700, 0.909]	[0.722, 0.923]	[0.825, 0.914]	[0.841, 0.914]	[0.500, 0.889]	[0.773, 0.955]
