	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.889 ± 0.022932	0.817 ± 0.030864	0.13304 ± 0.012836	0.797 ± 0.034836	0.633 ± 0.061727	0.4199 ± 0.033772	0.639 ± 0.063478	0.636 ± 0.062454	0.828 ± 0.028961	0.811 ± 0.041848	0.888 ± 0.022951	0.888 ± 0.026055	0.783 ± 0.040992	0.850 ± 0.037421
precision_recall_auc	0.889 ± 0.026469	0.820 ± 0.031564	0.13449 ± 0.011107	0.801 ± 0.034293	0.640 ± 0.063128	0.4256 ± 0.028872	0.643 ± 0.066632	0.641 ± 0.064861	0.834 ± 0.023503	0.809 ± 0.043986	0.887 ± 0.028151	0.889 ± 0.023599	0.794 ± 0.026836	0.845 ± 0.038331
roc_auc	0.889 ± 0.024705	0.826 ± 0.027339	0.13420 ± 0.010756	0.808 ± 0.029936	0.651 ± 0.054679	0.4250 ± 0.028296	0.652 ± 0.056417	0.652 ± 0.055511	0.842 ± 0.023368	0.811 ± 0.035934	0.888 ± 0.024259	0.889 ± 0.022626	0.806 ± 0.029280	0.845 ± 0.031782
