	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.904 ± 0.024341	0.833 ± 0.027323	0.12018 ± 0.015594	0.809 ± 0.036029	0.666 ± 0.054645	0.3847 ± 0.042721	0.694 ± 0.042863	0.680 ± 0.047479	0.825 ± 0.039305	0.870 ± 0.035294	0.902 ± 0.025113	0.885 ± 0.024433	0.761 ± 0.069537	0.905 ± 0.033539
precision_recall_auc	0.914 ± 0.014351	0.802 ± 0.053503	0.11541 ± 0.010607	0.759 ± 0.078471	0.605 ± 0.107006	0.3704 ± 0.031374	0.694 ± 0.093153	0.647 ± 0.098875	0.771 ± 0.047261	0.922 ± 0.061063	0.912 ± 0.014436	0.897 ± 0.016837	0.650 ± 0.094608	0.955 ± 0.037113
roc_auc	0.913 ± 0.015419	0.804 ± 0.047902	0.11405 ± 0.010334	0.768 ± 0.061283	0.609 ± 0.095804	0.3638 ± 0.030375	0.678 ± 0.109995	0.642 ± 0.101066	0.778 ± 0.038898	0.900 ± 0.082967	0.910 ± 0.015958	0.904 ± 0.018511	0.672 ± 0.066512	0.936 ± 0.053354
