	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.909 ± 0.013528	0.839 ± 0.037122	0.11767 ± 0.012119	0.816 ± 0.043937	0.677 ± 0.074244	0.3773 ± 0.028683	0.717 ± 0.089838	0.697 ± 0.081451	0.819 ± 0.026181	0.898 ± 0.070940	0.908 ± 0.013923	0.885 ± 0.018604	0.750 ± 0.039284	0.927 ± 0.053354
precision_recall_auc	0.911 ± 0.013774	0.792 ± 0.057852	0.11730 ± 0.013577	0.742 ± 0.084768	0.585 ± 0.115704	0.3766 ± 0.034237	0.699 ± 0.102933	0.639 ± 0.108335	0.758 ± 0.050373	0.941 ± 0.066623	0.910 ± 0.013779	0.889 ± 0.017104	0.617 ± 0.099553	0.968 ± 0.037421
roc_auc	0.910 ± 0.014306	0.797 ± 0.048633	0.11717 ± 0.011858	0.755 ± 0.063572	0.594 ± 0.097266	0.3730 ± 0.029630	0.684 ± 0.107996	0.637 ± 0.100323	0.766 ± 0.039841	0.917 ± 0.080698	0.908 ± 0.014835	0.897 ± 0.017568	0.644 ± 0.070273	0.950 ± 0.050023
