	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.640, 0.873]	[0.598, 0.765]	[0.16747, 0.25899]	[0.444, 0.727]	[0.197, 0.530]	[0.4999, 0.9213]	[0.280, 0.710]	[0.235, 0.596]	[0.613, 0.760]	[0.667, 1.000]	[0.622, 0.870]	[0.646, 0.823]	[0.333, 0.667]	[0.864, 1.000]
precision_recall_auc	[0.743, 0.883]	[0.654, 0.806]	[0.14422, 0.21527]	[0.552, 0.759]	[0.308, 0.611]	[0.4601, 0.6205]	[0.382, 0.759]	[0.343, 0.681]	[0.655, 0.759]	[0.727, 1.000]	[0.736, 0.880]	[0.725, 0.854]	[0.444, 0.611]	[0.864, 1.000]
roc_auc	[0.777, 0.897]	[0.626, 0.806]	[0.13503, 0.20410]	[0.500, 0.759]	[0.253, 0.611]	[0.4286, 0.6004]	[0.333, 0.759]	[0.290, 0.681]	[0.633, 0.759]	[0.700, 1.000]	[0.772, 0.895]	[0.735, 0.871]	[0.389, 0.611]	[0.864, 1.000]
