	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.831, 0.951]	[0.770, 0.917]	[0.07705, 0.16478]	[0.743, 0.909]	[0.540, 0.833]	[0.2922, 0.5000]	[0.547, 0.880]	[0.544, 0.856]	[0.783, 0.880]	[0.765, 1.000]	[0.823, 0.950]	[0.859, 0.939]	[0.722, 0.833]	[0.818, 1.000]
precision_recall_auc	[0.860, 0.952]	[0.664, 0.899]	[0.08709, 0.17722]	[0.606, 0.889]	[0.328, 0.798]	[0.3018, 0.5359]	[0.347, 0.815]	[0.337, 0.798]	[0.680, 0.909]	[0.667, 1.000]	[0.856, 0.951]	[0.848, 0.942]	[0.556, 0.889]	[0.773, 1.000]
roc_auc	[0.821, 0.950]	[0.664, 0.871]	[0.09112, 0.17576]	[0.606, 0.857]	[0.328, 0.742]	[0.2894, 0.5665]	[0.347, 0.773]	[0.337, 0.753]	[0.680, 0.870]	[0.667, 0.933]	[0.815, 0.948]	[0.836, 0.947]	[0.500, 0.833]	[0.773, 0.955]
