	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.843, 0.936]	[0.775, 0.894]	[0.09279, 0.15749]	[0.757, 0.882]	[0.551, 0.788]	[0.3468, 0.5020]	[0.546, 0.812]	[0.548, 0.800]	[0.810, 0.875]	[0.737, 0.938]	[0.838, 0.934]	[0.848, 0.914]	[0.778, 0.833]	[0.773, 0.955]
precision_recall_auc	[0.873, 0.934]	[0.760, 0.871]	[0.09917, 0.15504]	[0.710, 0.857]	[0.520, 0.742]	[0.3596, 0.4925]	[0.546, 0.773]	[0.548, 0.753]	[0.741, 0.870]	[0.737, 0.933]	[0.870, 0.933]	[0.866, 0.912]	[0.611, 0.833]	[0.773, 0.955]
roc_auc	[0.906, 0.934]	[0.760, 0.871]	[0.10199, 0.13453]	[0.710, 0.857]	[0.520, 0.742]	[0.3629, 0.4362]	[0.587, 0.773]	[0.553, 0.753]	[0.741, 0.870]	[0.789, 0.933]	[0.903, 0.933]	[0.884, 0.912]	[0.611, 0.833]	[0.818, 0.955]
