	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.925 ± 0.017418	0.855 ± 0.028476	0.10725 ± 0.015611	0.837 ± 0.032265	0.709 ± 0.056951	0.3682 ± 0.042032	0.729 ± 0.064758	0.719 ± 0.060339	0.848 ± 0.024872	0.881 ± 0.054558	0.924 ± 0.017794	0.900 ± 0.023329	0.800 ± 0.038845	0.909 ± 0.047913
precision_recall_auc	0.928 ± 0.011011	0.839 ± 0.050103	0.10456 ± 0.012679	0.813 ± 0.066229	0.677 ± 0.100206	0.3614 ± 0.038623	0.721 ± 0.080338	0.699 ± 0.089406	0.823 ± 0.056642	0.898 ± 0.053962	0.927 ± 0.011167	0.906 ± 0.017024	0.750 ± 0.102272	0.927 ± 0.048862
roc_auc	0.928 ± 0.011334	0.849 ± 0.046274	0.10450 ± 0.012957	0.827 ± 0.060882	0.698 ± 0.092548	0.3589 ± 0.037604	0.736 ± 0.073433	0.717 ± 0.082615	0.833 ± 0.051270	0.903 ± 0.040313	0.927 ± 0.011382	0.907 ± 0.017757	0.767 ± 0.089963	0.932 ± 0.032141
