	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.929 ± 0.019181	0.854 ± 0.024628	0.09889 ± 0.014175	0.831 ± 0.030390	0.707 ± 0.049255	0.3627 ± 0.042269	0.774 ± 0.058217	0.739 ± 0.051223	0.820 ± 0.025486	0.954 ± 0.053761	0.928 ± 0.019550	0.901 ± 0.025303	0.739 ± 0.045737	0.968 ± 0.037421
precision_recall_auc	0.917 ± 0.035025	0.803 ± 0.059870	0.11825 ± 0.022306	0.769 ± 0.081836	0.607 ± 0.119741	0.3906 ± 0.066874	0.647 ± 0.104079	0.626 ± 0.110743	0.796 ± 0.063001	0.851 ± 0.065615	0.915 ± 0.036527	0.905 ± 0.025648	0.711 ± 0.116534	0.895 ± 0.052705
roc_auc	0.919 ± 0.034412	0.806 ± 0.058723	0.11955 ± 0.024292	0.777 ± 0.076886	0.612 ± 0.117446	0.3785 ± 0.072273	0.635 ± 0.106667	0.623 ± 0.111467	0.807 ± 0.059797	0.828 ± 0.064683	0.917 ± 0.035740	0.912 ± 0.029135	0.739 ± 0.104920	0.873 ± 0.055876
