	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.821 ± 0.045568	0.743 ± 0.062480	0.17031 ± 0.020859	0.715 ± 0.077877	0.486 ± 0.124961	0.5147 ± 0.050483	0.491 ± 0.119185	0.488 ± 0.121906	0.776 ± 0.073600	0.715 ± 0.058561	0.815 ± 0.047428	0.822 ± 0.040086	0.722 ± 0.117121	0.764 ± 0.059844
precision_recall_auc	0.827 ± 0.048954	0.752 ± 0.075167	0.16688 ± 0.028754	0.727 ± 0.088694	0.504 ± 0.150333	0.5116 ± 0.074853	0.509 ± 0.144439	0.506 ± 0.147263	0.791 ± 0.085924	0.718 ± 0.072735	0.821 ± 0.050929	0.830 ± 0.051993	0.744 ± 0.128834	0.759 ± 0.080317
roc_auc	0.826 ± 0.046027	0.766 ± 0.065257	0.16422 ± 0.024944	0.740 ± 0.080931	0.532 ± 0.130513	0.5052 ± 0.063880	0.537 ± 0.122550	0.534 ± 0.126424	0.799 ± 0.076946	0.738 ± 0.058648	0.821 ± 0.048248	0.835 ± 0.044163	0.750 ± 0.120726	0.782 ± 0.059844
