	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.614, 0.843]	[0.636, 0.742]	[0.17694, 0.25694]	[0.563, 0.706]	[0.273, 0.485]	[0.5636, 2.2223]	[0.297, 0.516]	[0.284, 0.495]	[0.654, 0.750]	[0.600, 0.786]	[0.582, 0.840]	[0.636, 0.811]	[0.500, 0.722]	[0.636, 0.864]
precision_recall_auc	[0.745, 0.844]	[0.636, 0.793]	[0.16526, 0.24767]	[0.563, 0.765]	[0.273, 0.586]	[0.4940, 0.9662]	[0.297, 0.604]	[0.284, 0.595]	[0.654, 0.792]	[0.643, 0.833]	[0.739, 0.840]	[0.694, 0.821]	[0.500, 0.722]	[0.773, 0.909]
roc_auc	[0.739, 0.905]	[0.636, 0.780]	[0.12139, 0.24748]	[0.563, 0.769]	[0.273, 0.561]	[0.4150, 0.9579]	[0.297, 0.556]	[0.284, 0.558]	[0.654, 0.842]	[0.643, 0.833]	[0.732, 0.902]	[0.702, 0.891]	[0.500, 0.833]	[0.727, 0.909]
