	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.765, 0.895]	[0.636, 0.798]	[0.13884, 0.22944]	[0.563, 0.778]	[0.273, 0.596]	[0.4213, 1.0023]	[0.297, 0.596]	[0.284, 0.596]	[0.654, 0.818]	[0.632, 0.786]	[0.760, 0.892]	[0.694, 0.894]	[0.500, 0.778]	[0.682, 0.864]
precision_recall_auc	[0.759, 0.884]	[0.636, 0.770]	[0.16189, 0.23724]	[0.563, 0.743]	[0.273, 0.540]	[0.5222, 0.7503]	[0.297, 0.547]	[0.284, 0.544]	[0.654, 0.783]	[0.643, 0.765]	[0.754, 0.881]	[0.694, 0.886]	[0.500, 0.722]	[0.727, 0.818]
roc_auc	[0.736, 0.892]	[0.636, 0.770]	[0.13759, 0.25966]	[0.563, 0.743]	[0.273, 0.540]	[0.4474, 1.1509]	[0.297, 0.547]	[0.284, 0.544]	[0.654, 0.783]	[0.643, 0.765]	[0.730, 0.889]	[0.702, 0.896]	[0.500, 0.722]	[0.727, 0.818]
