	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.911 ± 0.026776	0.845 ± 0.024047	0.11912 ± 0.017583	0.825 ± 0.027112	0.690 ± 0.048093	0.3991 ± 0.049964	0.721 ± 0.056276	0.706 ± 0.051018	0.832 ± 0.023292	0.889 ± 0.052780	0.909 ± 0.027988	0.895 ± 0.023607	0.772 ± 0.040992	0.918 ± 0.046945
precision_recall_auc	0.915 ± 0.023655	0.803 ± 0.063738	0.11941 ± 0.023809	0.762 ± 0.096634	0.605 ± 0.127476	0.4020 ± 0.075426	0.672 ± 0.118163	0.637 ± 0.120734	0.783 ± 0.060454	0.889 ± 0.086510	0.913 ± 0.024181	0.894 ± 0.032400	0.678 ± 0.125051	0.927 ± 0.057496
roc_auc	0.902 ± 0.026054	0.820 ± 0.068179	0.12955 ± 0.022933	0.786 ± 0.102125	0.639 ± 0.136357	0.4398 ± 0.076383	0.690 ± 0.119657	0.663 ± 0.127113	0.804 ± 0.064090	0.885 ± 0.078609	0.900 ± 0.026664	0.881 ± 0.034890	0.717 ± 0.129497	0.923 ± 0.052705
