	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.911 ± 0.015984	0.849 ± 0.027923	0.11623 ± 0.012119	0.828 ± 0.032574	0.699 ± 0.055846	0.4115 ± 0.037225	0.755 ± 0.075662	0.726 ± 0.064844	0.820 ± 0.018137	0.935 ± 0.065616	0.909 ± 0.016215	0.880 ± 0.024198	0.744 ± 0.028689	0.955 ± 0.047913
precision_recall_auc	0.914 ± 0.022274	0.815 ± 0.061371	0.11497 ± 0.022308	0.772 ± 0.096763	0.630 ± 0.122741	0.4078 ± 0.073132	0.728 ± 0.073727	0.676 ± 0.097057	0.785 ± 0.061377	0.943 ± 0.054066	0.912 ± 0.022652	0.889 ± 0.033859	0.667 ± 0.130946	0.964 ± 0.035855
roc_auc	0.905 ± 0.024470	0.811 ± 0.049824	0.12561 ± 0.019305	0.770 ± 0.083703	0.622 ± 0.099649	0.4387 ± 0.071544	0.709 ± 0.059075	0.663 ± 0.075515	0.784 ± 0.050032	0.925 ± 0.059425	0.903 ± 0.024967	0.880 ± 0.035057	0.672 ± 0.115500	0.950 ± 0.039800
