	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.899 ± 0.027417	0.833 ± 0.022334	0.13480 ± 0.013085	0.817 ± 0.023252	0.667 ± 0.044668	0.4436 ± 0.041385	0.671 ± 0.050127	0.669 ± 0.047181	0.851 ± 0.023423	0.820 ± 0.048643	0.896 ± 0.028424	0.882 ± 0.020674	0.817 ± 0.037497	0.850 ± 0.052705
precision_recall_auc	0.899 ± 0.037946	0.798 ± 0.063422	0.13033 ± 0.016997	0.761 ± 0.095975	0.596 ± 0.126844	0.4224 ± 0.058976	0.636 ± 0.107305	0.615 ± 0.116301	0.793 ± 0.065709	0.843 ± 0.066749	0.896 ± 0.039964	0.891 ± 0.028522	0.706 ± 0.131077	0.891 ± 0.048862
roc_auc	0.897 ± 0.033101	0.815 ± 0.063496	0.13253 ± 0.014322	0.783 ± 0.097970	0.630 ± 0.126991	0.4330 ± 0.051421	0.663 ± 0.101174	0.646 ± 0.113517	0.814 ± 0.068578	0.849 ± 0.063408	0.894 ± 0.035105	0.887 ± 0.022209	0.739 ± 0.138704	0.891 ± 0.048862
