	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.898 ± 0.018841	0.832 ± 0.032476	0.12215 ± 0.010730	0.812 ± 0.035511	0.664 ± 0.064951	0.3976 ± 0.023863	0.681 ± 0.075742	0.672 ± 0.070109	0.830 ± 0.021646	0.851 ± 0.058466	0.897 ± 0.019446	0.904 ± 0.015647	0.778 ± 0.026189	0.886 ± 0.049097
precision_recall_auc	0.915 ± 0.024062	0.839 ± 0.025349	0.11710 ± 0.008327	0.821 ± 0.027530	0.677 ± 0.050698	0.3849 ± 0.022616	0.687 ± 0.058259	0.682 ± 0.054177	0.843 ± 0.020038	0.844 ± 0.047855	0.913 ± 0.025680	0.915 ± 0.016396	0.800 ± 0.028689	0.877 ± 0.043122
roc_auc	0.906 ± 0.024140	0.830 ± 0.039370	0.11991 ± 0.010523	0.810 ± 0.045084	0.661 ± 0.078740	0.3955 ± 0.020608	0.674 ± 0.083923	0.667 ± 0.081071	0.832 ± 0.034511	0.841 ± 0.058039	0.905 ± 0.026122	0.907 ± 0.014164	0.783 ± 0.048644	0.877 ± 0.048152
