	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.769 ± 0.035750	0.706 ± 0.046246	0.20856 ± 0.019628	0.656 ± 0.065060	0.411 ± 0.092492	0.8351 ± 0.154894	0.431 ± 0.086924	0.421 ± 0.089557	0.718 ± 0.046146	0.713 ± 0.046580	0.761 ± 0.038761	0.765 ± 0.034620	0.611 ± 0.086860	0.800 ± 0.031782
precision_recall_auc	0.780 ± 0.043070	0.718 ± 0.034342	0.20471 ± 0.028092	0.673 ± 0.048125	0.437 ± 0.068684	0.8839 ± 0.298943	0.461 ± 0.068072	0.449 ± 0.066823	0.729 ± 0.038656	0.733 ± 0.049365	0.773 ± 0.045035	0.769 ± 0.049356	0.628 ± 0.078785	0.809 ± 0.051604
roc_auc	0.780 ± 0.049146	0.718 ± 0.048761	0.20546 ± 0.033828	0.676 ± 0.065026	0.435 ± 0.097521	0.9054 ± 0.333434	0.450 ± 0.093306	0.443 ± 0.095252	0.734 ± 0.051797	0.716 ± 0.050884	0.773 ± 0.050783	0.768 ± 0.059661	0.644 ± 0.091475	0.791 ± 0.043913
