	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.765 ± 0.060906	0.721 ± 0.055418	0.20700 ± 0.030242	0.674 ± 0.075291	0.441 ± 0.110835	0.8294 ± 0.219048	0.463 ± 0.108911	0.452 ± 0.109643	0.730 ± 0.052803	0.733 ± 0.063666	0.755 ± 0.068445	0.753 ± 0.060852	0.628 ± 0.094608	0.814 ± 0.045201
precision_recall_auc	0.766 ± 0.042359	0.711 ± 0.058950	0.21469 ± 0.029150	0.655 ± 0.080693	0.422 ± 0.117899	0.8962 ± 0.314688	0.455 ± 0.109469	0.438 ± 0.113125	0.718 ± 0.062307	0.737 ± 0.057987	0.759 ± 0.043531	0.733 ± 0.059945	0.594 ± 0.111265	0.827 ± 0.041770
roc_auc	0.777 ± 0.048694	0.712 ± 0.050833	0.20893 ± 0.031878	0.659 ± 0.072389	0.424 ± 0.101666	0.8538 ± 0.307930	0.454 ± 0.093457	0.438 ± 0.096657	0.721 ± 0.057636	0.733 ± 0.052444	0.771 ± 0.050527	0.751 ± 0.062053	0.606 ± 0.109400	0.818 ± 0.047913
