	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.905 ± 0.023675	0.857 ± 0.020239	0.11969 ± 0.008945	0.843 ± 0.021569	0.714 ± 0.040478	0.4035 ± 0.026733	0.713 ± 0.042235	0.713 ± 0.041256	0.876 ± 0.020369	0.837 ± 0.031180	0.903 ± 0.025128	0.901 ± 0.012901	0.850 ± 0.026836	0.864 ± 0.030303
precision_recall_auc	0.897 ± 0.025976	0.765 ± 0.070514	0.12865 ± 0.013394	0.701 ± 0.123618	0.529 ± 0.141029	0.4191 ± 0.038369	0.615 ± 0.080779	0.569 ± 0.113854	0.752 ± 0.077183	0.863 ± 0.042129	0.894 ± 0.028071	0.899 ± 0.015612	0.611 ± 0.169725	0.918 ± 0.041770
roc_auc	0.885 ± 0.026126	0.798 ± 0.073187	0.12453 ± 0.014499	0.752 ± 0.122369	0.597 ± 0.146374	0.4171 ± 0.042138	0.660 ± 0.080385	0.626 ± 0.116613	0.790 ± 0.080718	0.870 ± 0.039897	0.880 ± 0.029064	0.895 ± 0.016420	0.683 ± 0.173818	0.914 ± 0.045201
