	time	scoring	best_params	best_score
0	III14	mcc	{'logisticregression__C': 0.1, 'logisticregression__l1_ratio': 0.7}	0.6722232883151792
1	III14	precision_recall_auc	{'logisticregression__C': 0.1, 'logisticregression__l1_ratio': 0.9}	0.8922442102487487
2	III14	roc_auc	{'logisticregression__C': 0.1, 'logisticregression__l1_ratio': 1.0}	0.8969696969696971
3	C-1	mcc	{'logisticregression__C': 0.1, 'logisticregression__l1_ratio': 0.7}	0.6722232883151792
4	C-1	precision_recall_auc	{'logisticregression__C': 0.1, 'logisticregression__l1_ratio': 0.9}	0.8922442102487487
5	C-1	roc_auc	{'logisticregression__C': 0.1, 'logisticregression__l1_ratio': 1.0}	0.8969696969696971
