	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.938 ± 0.013215	0.872 ± 0.037267	0.09161 ± 0.013743	0.855 ± 0.044200	0.744 ± 0.074534	0.3084 ± 0.030405	0.804 ± 0.083386	0.773 ± 0.078157	0.837 ± 0.029545	0.967 ± 0.061555	0.936 ± 0.013529	0.918 ± 0.016591	0.767 ± 0.043823	0.977 ± 0.044174
precision_recall_auc	0.931 ± 0.010223	0.767 ± 0.045737	0.10232 ± 0.008596	0.692 ± 0.076499	0.533 ± 0.091475	0.3264 ± 0.021970	0.726 ± 0.040708	0.621 ± 0.070645	0.726 ± 0.040708	1.000 ± 0.000000	0.929 ± 0.010516	0.922 ± 0.014821	0.533 ± 0.091475	1.000 ± 0.000000
roc_auc	0.933 ± 0.011088	0.764 ± 0.038852	0.10613 ± 0.011947	0.695 ± 0.059973	0.527 ± 0.077704	0.3316 ± 0.028340	0.693 ± 0.091228	0.603 ± 0.077893	0.728 ± 0.031311	0.965 ± 0.085509	0.931 ± 0.011427	0.929 ± 0.010875	0.550 ± 0.076129	0.977 ± 0.057695
