	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.919 ± 0.012438	0.848 ± 0.022367	0.11073 ± 0.010218	0.830 ± 0.026065	0.695 ± 0.044735	0.3608 ± 0.027807	0.710 ± 0.042916	0.702 ± 0.043518	0.846 ± 0.024356	0.863 ± 0.031457	0.917 ± 0.012839	0.909 ± 0.016255	0.800 ± 0.038845	0.895 ± 0.030679
precision_recall_auc	0.922 ± 0.011802	0.763 ± 0.049281	0.11127 ± 0.006845	0.690 ± 0.087152	0.526 ± 0.098562	0.3511 ± 0.019979	0.695 ± 0.064668	0.603 ± 0.079108	0.727 ± 0.043214	0.967 ± 0.055890	0.920 ± 0.012280	0.913 ± 0.012328	0.544 ± 0.104100	0.982 ± 0.031782
roc_auc	0.925 ± 0.013928	0.760 ± 0.035289	0.11229 ± 0.009152	0.692 ± 0.055519	0.519 ± 0.070579	0.3508 ± 0.023952	0.675 ± 0.095745	0.591 ± 0.073947	0.728 ± 0.030016	0.947 ± 0.099382	0.923 ± 0.014431	0.921 ± 0.014258	0.556 ± 0.082817	0.964 ± 0.073606
