	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.911, 0.945]	[0.843, 0.889]	[0.08720, 0.12256]	[0.824, 0.875]	[0.687, 0.778]	[0.2961, 0.3710]	[0.708, 0.846]	[0.698, 0.811]	[0.833, 0.846]	[0.875, 1.000]	[0.909, 0.944]	[0.881, 0.937]	[0.778, 0.778]	[0.909, 1.000]
precision_recall_auc	[0.907, 0.941]	[0.667, 0.889]	[0.09904, 0.12420]	[0.500, 0.875]	[0.333, 0.778]	[0.3176, 0.3869]	[0.647, 0.846]	[0.464, 0.811]	[0.647, 0.846]	[1.000, 1.000]	[0.906, 0.940]	[0.859, 0.929]	[0.333, 0.778]	[1.000, 1.000]
roc_auc	[0.904, 0.951]	[0.722, 0.833]	[0.09993, 0.12994]	[0.615, 0.800]	[0.444, 0.667]	[0.3147, 0.4002]	[0.587, 0.786]	[0.553, 0.724]	[0.688, 0.786]	[0.846, 1.000]	[0.901, 0.950]	[0.884, 0.949]	[0.444, 0.667]	[0.909, 1.000]
