	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.764, 0.903]	[0.720, 0.866]	[0.12499, 0.19975]	[0.686, 0.848]	[0.439, 0.732]	[0.4088, 0.7379]	[0.445, 0.773]	[0.442, 0.753]	[0.739, 0.900]	[0.700, 0.933]	[0.753, 0.901]	[0.778, 0.914]	[0.667, 0.889]	[0.727, 0.955]
precision_recall_auc	[0.733, 0.928]	[0.747, 0.894]	[0.10148, 0.20866]	[0.722, 0.882]	[0.495, 0.788]	[0.3453, 0.8531]	[0.495, 0.812]	[0.495, 0.800]	[0.773, 0.875]	[0.700, 0.938]	[0.704, 0.926]	[0.778, 0.929]	[0.722, 0.833]	[0.727, 0.955]
roc_auc	[0.759, 0.917]	[0.747, 0.871]	[0.11276, 0.20886]	[0.722, 0.857]	[0.495, 0.742]	[0.3712, 0.8593]	[0.495, 0.752]	[0.495, 0.747]	[0.773, 0.870]	[0.722, 0.882]	[0.731, 0.915]	[0.778, 0.914]	[0.722, 0.833]	[0.773, 0.909]
