	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.759 ± 0.059067	0.724 ± 0.032930	0.20812 ± 0.022105	0.687 ± 0.039446	0.447 ± 0.065859	0.7314 ± 0.120454	0.461 ± 0.069027	0.454 ± 0.066939	0.741 ± 0.033058	0.720 ± 0.049987	0.751 ± 0.063262	0.746 ± 0.041532	0.661 ± 0.061139	0.786 ± 0.056894
precision_recall_auc	0.758 ± 0.074174	0.719 ± 0.053909	0.20343 ± 0.033072	0.668 ± 0.074854	0.438 ± 0.107818	0.7307 ± 0.194328	0.471 ± 0.102658	0.454 ± 0.104383	0.725 ± 0.051575	0.746 ± 0.064791	0.749 ± 0.078943	0.758 ± 0.057819	0.611 ± 0.101430	0.827 ± 0.059844
roc_auc	0.756 ± 0.062624	0.707 ± 0.048029	0.19535 ± 0.025458	0.646 ± 0.068705	0.413 ± 0.096057	0.6283 ± 0.128185	0.454 ± 0.094906	0.433 ± 0.095005	0.708 ± 0.042648	0.746 ± 0.058723	0.745 ± 0.067864	0.769 ± 0.045489	0.572 ± 0.083024	0.841 ± 0.038629
