	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.808, 0.855]	[0.715, 0.816]	[0.15793, 0.20081]	[0.667, 0.788]	[0.429, 0.631]	[0.4991, 0.6044]	[0.453, 0.701]	[0.441, 0.660]	[0.720, 0.800]	[0.733, 0.923]	[0.803, 0.852]	[0.735, 0.831]	[0.611, 0.722]	[0.818, 0.955]
precision_recall_auc	[0.808, 0.886]	[0.682, 0.816]	[0.14018, 0.20893]	[0.600, 0.788]	[0.364, 0.631]	[0.4499, 0.6824]	[0.429, 0.759]	[0.395, 0.681]	[0.679, 0.800]	[0.750, 1.000]	[0.805, 0.883]	[0.720, 0.846]	[0.500, 0.722]	[0.818, 1.000]
roc_auc	[0.823, 0.884]	[0.732, 0.816]	[0.14576, 0.17494]	[0.667, 0.788]	[0.465, 0.631]	[0.4857, 0.6644]	[0.548, 0.701]	[0.504, 0.660]	[0.714, 0.800]	[0.833, 0.923]	[0.819, 0.882]	[0.780, 0.843]	[0.556, 0.722]	[0.909, 0.955]
