	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.885 ± 0.040519	0.810 ± 0.057610	0.13614 ± 0.025860	0.791 ± 0.060737	0.620 ± 0.115220	0.4494 ± 0.068425	0.626 ± 0.119851	0.623 ± 0.117456	0.825 ± 0.045219	0.802 ± 0.081677	0.882 ± 0.042011	0.866 ± 0.036393	0.783 ± 0.055246	0.836 ± 0.080745
precision_recall_auc	0.913 ± 0.013344	0.830 ± 0.031635	0.11884 ± 0.009800	0.808 ± 0.041002	0.660 ± 0.063269	0.3865 ± 0.026333	0.675 ± 0.053242	0.667 ± 0.057818	0.831 ± 0.036504	0.845 ± 0.033010	0.911 ± 0.013851	0.904 ± 0.011039	0.778 ± 0.064150	0.882 ± 0.031782
roc_auc	0.911 ± 0.009978	0.839 ± 0.019234	0.11986 ± 0.008697	0.822 ± 0.020505	0.678 ± 0.038467	0.3871 ± 0.025015	0.687 ± 0.047232	0.683 ± 0.042389	0.846 ± 0.017935	0.841 ± 0.044758	0.909 ± 0.010356	0.904 ± 0.010087	0.806 ± 0.029280	0.873 ± 0.041770
