	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.677 ± 0.064579	0.614 ± 0.037113	0.24009 ± 0.015490	0.640 ± 0.032544	0.227 ± 0.074227	0.7425 ± 0.099566	0.261 ± 0.086506	0.244 ± 0.079364	0.727 ± 0.064115	0.535 ± 0.030046	0.662 ± 0.070911	0.702 ± 0.040290	0.800 ± 0.070273	0.427 ± 0.080745
precision_recall_auc	0.713 ± 0.053468	0.629 ± 0.037369	0.22654 ± 0.021000	0.649 ± 0.028137	0.258 ± 0.074739	0.6864 ± 0.074709	0.286 ± 0.071105	0.271 ± 0.072107	0.735 ± 0.046577	0.550 ± 0.034602	0.701 ± 0.059995	0.732 ± 0.036595	0.794 ± 0.058853	0.464 ± 0.092907
roc_auc	0.728 ± 0.057488	0.630 ± 0.044656	0.22280 ± 0.018526	0.645 ± 0.040471	0.260 ± 0.089311	0.6735 ± 0.070750	0.282 ± 0.095227	0.270 ± 0.091730	0.729 ± 0.064744	0.553 ± 0.037626	0.717 ± 0.061600	0.745 ± 0.043924	0.778 ± 0.074074	0.482 ± 0.083540
