	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.776 ± 0.071033	0.758 ± 0.040824	0.18267 ± 0.023290	0.718 ± 0.062634	0.517 ± 0.081647	0.5819 ± 0.079663	0.550 ± 0.075087	0.533 ± 0.076199	0.761 ± 0.045406	0.790 ± 0.059765	0.764 ± 0.080401	0.791 ± 0.039208	0.667 ± 0.097991	0.850 ± 0.056894
precision_recall_auc	0.768 ± 0.048470	0.652 ± 0.033439	0.19169 ± 0.015579	0.520 ± 0.086563	0.305 ± 0.066878	0.6322 ± 0.069024	0.436 ± 0.054522	0.363 ± 0.052606	0.650 ± 0.029651	0.786 ± 0.058735	0.756 ± 0.057428	0.785 ± 0.027963	0.400 ± 0.104100	0.905 ± 0.050023
roc_auc	0.751 ± 0.053135	0.687 ± 0.041234	0.19190 ± 0.019740	0.604 ± 0.076617	0.375 ± 0.082468	0.6260 ± 0.092653	0.451 ± 0.083348	0.410 ± 0.077683	0.687 ± 0.041020	0.764 ± 0.072635	0.739 ± 0.058948	0.779 ± 0.035415	0.511 ± 0.110492	0.864 ± 0.064282
