	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.747 ± 0.033655	0.684 ± 0.045212	0.22436 ± 0.026474	0.636 ± 0.055033	0.368 ± 0.090423	0.9359 ± 0.350377	0.382 ± 0.089095	0.375 ± 0.089603	0.702 ± 0.041864	0.680 ± 0.051247	0.738 ± 0.035295	0.739 ± 0.041155	0.600 ± 0.068293	0.768 ± 0.050023
precision_recall_auc	0.767 ± 0.033040	0.714 ± 0.056742	0.21412 ± 0.029349	0.668 ± 0.077581	0.428 ± 0.113485	0.8487 ± 0.196014	0.444 ± 0.108808	0.436 ± 0.111157	0.727 ± 0.053199	0.717 ± 0.058106	0.760 ± 0.033074	0.756 ± 0.055323	0.628 ± 0.094608	0.800 ± 0.031782
roc_auc	0.778 ± 0.068734	0.704 ± 0.061730	0.20970 ± 0.039265	0.657 ± 0.074683	0.408 ± 0.123460	0.8116 ± 0.216781	0.427 ± 0.125227	0.417 ± 0.124024	0.718 ± 0.057749	0.709 ± 0.076121	0.770 ± 0.071478	0.780 ± 0.070148	0.617 ± 0.092407	0.791 ± 0.068434
