	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.919 ± 0.013750	0.861 ± 0.019002	0.10769 ± 0.007487	0.844 ± 0.023308	0.721 ± 0.038004	0.3516 ± 0.017249	0.734 ± 0.031286	0.727 ± 0.034540	0.858 ± 0.023426	0.875 ± 0.015577	0.917 ± 0.014036	0.896 ± 0.022081	0.817 ± 0.037497	0.905 ± 0.014374
precision_recall_auc	0.918 ± 0.014164	0.732 ± 0.060863	0.11296 ± 0.014147	0.629 ± 0.112672	0.463 ± 0.121727	0.3621 ± 0.041576	0.677 ± 0.074730	0.558 ± 0.101474	0.699 ± 0.048079	0.978 ± 0.046849	0.916 ± 0.014751	0.909 ± 0.013119	0.472 ± 0.117851	0.991 ± 0.019165
roc_auc	0.915 ± 0.015062	0.715 ± 0.052541	0.11546 ± 0.010955	0.601 ± 0.099055	0.431 ± 0.105082	0.3652 ± 0.029650	0.657 ± 0.074566	0.530 ± 0.087520	0.687 ± 0.043136	0.970 ± 0.062604	0.913 ± 0.015642	0.908 ± 0.014245	0.444 ± 0.111111	0.986 ± 0.030679
