	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.913, 0.969]	[0.838, 0.889]	[0.08307, 0.10917]	[0.813, 0.875]	[0.677, 0.778]	[0.2920, 0.3578]	[0.736, 0.846]	[0.706, 0.811]	[0.808, 0.846]	[0.929, 1.000]	[0.912, 0.969]	[0.871, 0.970]	[0.722, 0.778]	[0.955, 1.000]
precision_recall_auc	[0.895, 0.939]	[0.639, 0.833]	[0.07692, 0.13031]	[0.435, 0.800]	[0.278, 0.667]	[0.2732, 0.4096]	[0.629, 0.786]	[0.418, 0.724]	[0.629, 0.786]	[1.000, 1.000]	[0.893, 0.938]	[0.861, 0.939]	[0.278, 0.667]	[1.000, 1.000]
roc_auc	[0.880, 0.952]	[0.639, 0.806]	[0.08369, 0.13887]	[0.435, 0.759]	[0.278, 0.611]	[0.2827, 0.4258]	[0.423, 0.759]	[0.355, 0.681]	[0.629, 0.759]	[0.778, 1.000]	[0.877, 0.951]	[0.881, 0.944]	[0.278, 0.611]	[0.909, 1.000]
