	time	scoring	best_params	best_score
0	III14	mcc	{'dataselector__P1': 'X', 'dataselector__P2': 3, 'dataselector__R0': 1.0, 'dataselector__R1': 10.0, 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.0001}	0.5835050521755095
1	III14	precision_recall_auc	{'dataselector__P1': 'X', 'dataselector__P2': 2, 'dataselector__R0': 10.0, 'dataselector__R1': 0.1, 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.001}	0.8366653256621562
2	III14	roc_auc	{'dataselector__P1': 'X', 'dataselector__P2': 2, 'dataselector__R0': 1e-06, 'dataselector__R1': 1.0, 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.0001}	0.8371212121212122
3	C-1	mcc	{'dataselector__P1': 'X', 'dataselector__P2': 2, 'dataselector__R0': 10.0, 'dataselector__R1': 0.1, 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.001}	0.5486064185842459
4	C-1	precision_recall_auc	{'dataselector__P1': 'X', 'dataselector__P2': 2, 'dataselector__R0': 1.0, 'dataselector__R1': 0.1, 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.0001}	0.8704776684298114
5	C-1	roc_auc	{'dataselector__P1': 'X', 'dataselector__P2': 2, 'dataselector__R0': 1e-05, 'dataselector__R1': 0.1, 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.001}	0.8643939393939393
