	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.711 ± 0.098727	0.701 ± 0.033527	0.21371 ± 0.021547	0.710 ± 0.026425	0.401 ± 0.067053	0.7472 ± 0.135082	0.429 ± 0.059836	0.415 ± 0.063293	0.821 ± 0.032963	0.608 ± 0.031402	0.693 ± 0.108311	0.768 ± 0.050539	0.856 ± 0.028689	0.545 ± 0.060606
precision_recall_auc	0.770 ± 0.081264	0.739 ± 0.044760	0.17951 ± 0.019528	0.736 ± 0.040026	0.479 ± 0.089521	0.5797 ± 0.075832	0.485 ± 0.083504	0.482 ± 0.086454	0.825 ± 0.039062	0.660 ± 0.048491	0.757 ± 0.091282	0.817 ± 0.040461	0.833 ± 0.037037	0.645 ± 0.070418
roc_auc	0.747 ± 0.081813	0.763 ± 0.038205	0.18092 ± 0.024485	0.756 ± 0.034741	0.525 ± 0.076409	0.6403 ± 0.125473	0.527 ± 0.072921	0.526 ± 0.074601	0.839 ± 0.031421	0.689 ± 0.049061	0.731 ± 0.089952	0.812 ± 0.044956	0.839 ± 0.031536	0.686 ± 0.065870
