	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.839 ± 0.043009	0.782 ± 0.037978	0.16800 ± 0.021125	0.750 ± 0.048493	0.565 ± 0.075956	0.5685 ± 0.217164	0.586 ± 0.069083	0.575 ± 0.072413	0.782 ± 0.038681	0.803 ± 0.035101	0.835 ± 0.044483	0.816 ± 0.058019	0.706 ± 0.064417	0.859 ± 0.025802
precision_recall_auc	0.841 ± 0.016522	0.757 ± 0.032203	0.16926 ± 0.009663	0.720 ± 0.045353	0.514 ± 0.064406	0.5283 ± 0.037527	0.538 ± 0.058513	0.526 ± 0.060498	0.763 ± 0.039567	0.775 ± 0.041316	0.837 ± 0.017169	0.829 ± 0.024047	0.678 ± 0.077690	0.836 ± 0.043913
roc_auc	0.844 ± 0.019947	0.760 ± 0.024640	0.16691 ± 0.016876	0.726 ± 0.033110	0.521 ± 0.049281	0.5468 ± 0.074835	0.542 ± 0.049395	0.531 ± 0.048067	0.768 ± 0.031443	0.774 ± 0.044831	0.839 ± 0.020283	0.837 ± 0.033502	0.689 ± 0.065210	0.832 ± 0.052705
