	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.837 ± 0.045780	0.767 ± 0.061213	0.17427 ± 0.034196	0.741 ± 0.072080	0.533 ± 0.122427	0.6594 ± 0.200634	0.539 ± 0.122551	0.536 ± 0.122388	0.788 ± 0.058367	0.751 ± 0.071759	0.833 ± 0.047138	0.812 ± 0.053490	0.733 ± 0.086066	0.800 ± 0.061359
precision_recall_auc	0.849 ± 0.041458	0.758 ± 0.050295	0.16728 ± 0.028304	0.729 ± 0.062689	0.517 ± 0.100590	0.6214 ± 0.174042	0.524 ± 0.095815	0.520 ± 0.098057	0.778 ± 0.055163	0.746 ± 0.050094	0.845 ± 0.042380	0.824 ± 0.060328	0.717 ± 0.088618	0.800 ± 0.043913
roc_auc	0.843 ± 0.034063	0.753 ± 0.047668	0.17552 ± 0.026264	0.722 ± 0.057677	0.506 ± 0.095336	0.6186 ± 0.154475	0.517 ± 0.094324	0.511 ± 0.094181	0.771 ± 0.053439	0.746 ± 0.058294	0.839 ± 0.035031	0.829 ± 0.040527	0.706 ± 0.087057	0.800 ± 0.057496
