	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.864 ± 0.034855	0.793 ± 0.038994	0.15590 ± 0.020631	0.765 ± 0.046684	0.586 ± 0.077988	0.5177 ± 0.103239	0.609 ± 0.088812	0.597 ± 0.082544	0.793 ± 0.035234	0.817 ± 0.068859	0.860 ± 0.035377	0.828 ± 0.058669	0.722 ± 0.058561	0.864 ± 0.056692
precision_recall_auc	0.855 ± 0.026257	0.788 ± 0.033518	0.15831 ± 0.016585	0.761 ± 0.036805	0.577 ± 0.067036	0.5333 ± 0.098139	0.596 ± 0.079940	0.586 ± 0.072945	0.790 ± 0.024562	0.807 ± 0.063982	0.851 ± 0.026867	0.818 ± 0.039175	0.722 ± 0.037037	0.855 ± 0.055876
roc_auc	0.878 ± 0.035576	0.810 ± 0.038868	0.14536 ± 0.021764	0.784 ± 0.042536	0.620 ± 0.077735	0.5045 ± 0.120583	0.649 ± 0.094231	0.634 ± 0.085566	0.802 ± 0.025257	0.846 ± 0.075880	0.875 ± 0.036423	0.847 ± 0.049273	0.733 ± 0.035136	0.886 ± 0.065169
