	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.798 ± 0.049162	0.736 ± 0.049717	0.18773 ± 0.024014	0.701 ± 0.059467	0.472 ± 0.099434	0.6206 ± 0.156371	0.486 ± 0.099852	0.479 ± 0.099335	0.750 ± 0.047424	0.735 ± 0.061662	0.792 ± 0.050530	0.771 ± 0.074930	0.672 ± 0.076129	0.800 ± 0.057496
precision_recall_auc	0.826 ± 0.044095	0.756 ± 0.051873	0.17520 ± 0.022194	0.727 ± 0.058345	0.511 ± 0.103745	0.5510 ± 0.081872	0.518 ± 0.106840	0.515 ± 0.105120	0.772 ± 0.046123	0.746 ± 0.066057	0.821 ± 0.045528	0.802 ± 0.057906	0.711 ± 0.063072	0.800 ± 0.057496
roc_auc	0.803 ± 0.036313	0.752 ± 0.046934	0.18174 ± 0.016684	0.720 ± 0.059138	0.505 ± 0.093868	0.5740 ± 0.055097	0.519 ± 0.090947	0.511 ± 0.091536	0.770 ± 0.055643	0.749 ± 0.056572	0.797 ± 0.038587	0.791 ± 0.034865	0.700 ± 0.095150	0.805 ± 0.056894
