	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.743, 0.863]	[0.609, 0.778]	[0.14559, 0.22101]	[0.516, 0.714]	[0.217, 0.556]	[0.4451, 0.9578]	[0.245, 0.733]	[0.231, 0.638]	[0.630, 0.733]	[0.615, 1.000]	[0.734, 0.861]	[0.692, 0.823]	[0.444, 0.556]	[0.773, 1.000]
precision_recall_auc	[0.745, 0.871]	[0.687, 0.788]	[0.14357, 0.22829]	[0.621, 0.750]	[0.374, 0.576]	[0.4433, 0.8462]	[0.407, 0.710]	[0.390, 0.601]	[0.690, 0.769]	[0.714, 1.000]	[0.737, 0.869]	[0.715, 0.848]	[0.500, 0.667]	[0.818, 1.000]
roc_auc	[0.734, 0.890]	[0.659, 0.760]	[0.13788, 0.23134]	[0.581, 0.710]	[0.318, 0.520]	[0.4220, 0.7825]	[0.359, 0.688]	[0.338, 0.553]	[0.667, 0.750]	[0.692, 1.000]	[0.725, 0.887]	[0.742, 0.876]	[0.444, 0.667]	[0.818, 1.000]
