	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.918 ± 0.006899	0.872 ± 0.023268	0.09890 ± 0.009186	0.855 ± 0.028764	0.744 ± 0.046536	0.3318 ± 0.019761	0.805 ± 0.057951	0.774 ± 0.050561	0.837 ± 0.018764	0.968 ± 0.053403	0.916 ± 0.007026	0.883 ± 0.011712	0.767 ± 0.035136	0.977 ± 0.038629
precision_recall_auc	0.917 ± 0.013554	0.756 ± 0.064218	0.11683 ± 0.009412	0.672 ± 0.105951	0.512 ± 0.128437	0.3656 ± 0.027841	0.705 ± 0.087992	0.599 ± 0.110938	0.719 ± 0.055501	0.986 ± 0.045175	0.915 ± 0.013733	0.894 ± 0.026255	0.517 ± 0.120157	0.995 ± 0.014374
roc_auc	0.907 ± 0.018517	0.748 ± 0.047483	0.12269 ± 0.012193	0.662 ± 0.081458	0.496 ± 0.094967	0.3834 ± 0.037876	0.692 ± 0.063342	0.585 ± 0.079128	0.712 ± 0.039619	0.980 ± 0.042855	0.905 ± 0.018880	0.893 ± 0.031591	0.506 ± 0.092407	0.991 ± 0.019165
