	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.936 ± 0.013096	0.864 ± 0.015384	0.09124 ± 0.014456	0.844 ± 0.018013	0.727 ± 0.030767	0.3096 ± 0.031711	0.796 ± 0.050204	0.761 ± 0.038537	0.827 ± 0.013842	0.968 ± 0.053403	0.935 ± 0.013550	0.915 ± 0.011892	0.750 ± 0.029280	0.977 ± 0.038629
precision_recall_auc	0.927 ± 0.010299	0.797 ± 0.061489	0.10329 ± 0.008848	0.739 ± 0.098442	0.594 ± 0.122977	0.3347 ± 0.021397	0.755 ± 0.056697	0.668 ± 0.094906	0.755 ± 0.056697	1.000 ± 0.000000	0.926 ± 0.010576	0.910 ± 0.013267	0.594 ± 0.122977	1.000 ± 0.000000
roc_auc	0.927 ± 0.009474	0.799 ± 0.061558	0.10725 ± 0.009473	0.744 ± 0.097985	0.597 ± 0.123116	0.3416 ± 0.024426	0.739 ± 0.069105	0.663 ± 0.096549	0.761 ± 0.059340	0.978 ± 0.047173	0.925 ± 0.009764	0.919 ± 0.013245	0.611 ± 0.128300	0.986 ± 0.030679
