	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.800, 0.887]	[0.682, 0.806]	[0.14266, 0.17168]	[0.600, 0.759]	[0.364, 0.611]	[0.4474, 0.5310]	[0.429, 0.759]	[0.395, 0.681]	[0.679, 0.759]	[0.750, 1.000]	[0.793, 0.884]	[0.793, 0.876]	[0.500, 0.611]	[0.864, 1.000]
precision_recall_auc	[0.826, 0.899]	[0.727, 0.778]	[0.12922, 0.16826]	[0.643, 0.714]	[0.455, 0.556]	[0.3974, 0.5078]	[0.600, 0.733]	[0.522, 0.638]	[0.700, 0.733]	[0.900, 1.000]	[0.823, 0.896]	[0.770, 0.896]	[0.500, 0.556]	[0.955, 1.000]
roc_auc	[0.821, 0.900]	[0.732, 0.778]	[0.13112, 0.18020]	[0.667, 0.714]	[0.465, 0.556]	[0.4031, 0.5183]	[0.548, 0.733]	[0.504, 0.638]	[0.710, 0.733]	[0.833, 1.000]	[0.817, 0.897]	[0.793, 0.894]	[0.500, 0.556]	[0.909, 1.000]
