	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.824 ± 0.059608	0.744 ± 0.065243	0.16803 ± 0.032457	0.714 ± 0.065626	0.489 ± 0.130486	0.5435 ± 0.115294	0.505 ± 0.140161	0.497 ± 0.134773	0.758 ± 0.052375	0.748 ± 0.097441	0.819 ± 0.062232	0.826 ± 0.050525	0.689 ± 0.065210	0.800 ± 0.100960
precision_recall_auc	0.837 ± 0.101310	0.749 ± 0.080254	0.16669 ± 0.054354	0.711 ± 0.096644	0.498 ± 0.160508	0.5463 ± 0.171634	0.524 ± 0.170561	0.511 ± 0.164713	0.755 ± 0.070417	0.769 ± 0.112202	0.831 ± 0.106436	0.838 ± 0.087557	0.667 ± 0.107981	0.832 ± 0.085844
roc_auc	0.828 ± 0.079216	0.713 ± 0.083208	0.17815 ± 0.054029	0.671 ± 0.100189	0.425 ± 0.166417	0.5714 ± 0.157721	0.441 ± 0.171623	0.433 ± 0.168727	0.728 ± 0.070683	0.713 ± 0.106583	0.824 ± 0.081564	0.819 ± 0.082120	0.639 ± 0.108772	0.786 ± 0.091035
