	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.835 ± 0.061931	0.839 ± 0.029179	0.15660 ± 0.019078	0.828 ± 0.027704	0.678 ± 0.058357	0.5294 ± 0.099632	0.674 ± 0.055028	0.676 ± 0.056665	0.889 ± 0.018445	0.785 ± 0.046263	0.828 ± 0.066684	0.850 ± 0.034280	0.878 ± 0.023424	0.800 ± 0.057496
precision_recall_auc	0.844 ± 0.051380	0.846 ± 0.041113	0.15514 ± 0.022398	0.833 ± 0.043895	0.693 ± 0.082227	0.5510 ± 0.084647	0.690 ± 0.080197	0.691 ± 0.081179	0.881 ± 0.046737	0.809 ± 0.045867	0.837 ± 0.054268	0.855 ± 0.041120	0.861 ± 0.060007	0.832 ± 0.048152
roc_auc	0.829 ± 0.048581	0.847 ± 0.023028	0.16014 ± 0.013890	0.834 ± 0.024695	0.694 ± 0.046055	0.5559 ± 0.063045	0.690 ± 0.044421	0.692 ± 0.045181	0.884 ± 0.027738	0.805 ± 0.031413	0.821 ± 0.052015	0.844 ± 0.029914	0.867 ± 0.038845	0.827 ± 0.035855
