	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.818 ± 0.048509	0.711 ± 0.056142	0.18390 ± 0.028224	0.648 ± 0.080586	0.422 ± 0.112283	0.6641 ± 0.166525	0.470 ± 0.111917	0.445 ± 0.111344	0.712 ± 0.053794	0.758 ± 0.071991	0.814 ± 0.050093	0.789 ± 0.062676	0.572 ± 0.104920	0.850 ± 0.052705
precision_recall_auc	0.816 ± 0.043973	0.735 ± 0.051423	0.17817 ± 0.030028	0.674 ± 0.070787	0.470 ± 0.102845	0.5913 ± 0.108508	0.539 ± 0.109203	0.503 ± 0.102483	0.725 ± 0.050670	0.814 ± 0.082637	0.811 ± 0.045034	0.789 ± 0.065917	0.583 ± 0.098862	0.886 ± 0.057695
roc_auc	0.817 ± 0.036375	0.735 ± 0.039625	0.17869 ± 0.021241	0.676 ± 0.054975	0.470 ± 0.079250	0.6070 ± 0.083275	0.544 ± 0.107475	0.505 ± 0.087523	0.724 ± 0.035031	0.820 ± 0.096793	0.811 ± 0.038131	0.803 ± 0.041148	0.583 ± 0.079651	0.886 ± 0.068601
