	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.864 ± 0.035648	0.779 ± 0.039285	0.15645 ± 0.020109	0.754 ± 0.044454	0.557 ± 0.078569	0.5050 ± 0.057131	0.563 ± 0.081413	0.560 ± 0.079917	0.793 ± 0.033978	0.770 ± 0.051008	0.861 ± 0.036758	0.839 ± 0.031731	0.739 ± 0.045737	0.818 ± 0.042855
precision_recall_auc	0.854 ± 0.044618	0.779 ± 0.050969	0.15562 ± 0.022175	0.744 ± 0.066886	0.558 ± 0.101939	0.5080 ± 0.056551	0.588 ± 0.099384	0.573 ± 0.099954	0.778 ± 0.049878	0.810 ± 0.067865	0.850 ± 0.046457	0.832 ± 0.032153	0.694 ± 0.091662	0.864 ± 0.060606
roc_auc	0.850 ± 0.048783	0.773 ± 0.054731	0.16089 ± 0.027436	0.742 ± 0.069353	0.546 ± 0.109461	0.5190 ± 0.072336	0.566 ± 0.114759	0.556 ± 0.111562	0.779 ± 0.048026	0.787 ± 0.079019	0.846 ± 0.050331	0.829 ± 0.037875	0.706 ± 0.083024	0.841 ± 0.065169
