	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.802 ± 0.054923	0.742 ± 0.062230	0.17899 ± 0.018929	0.703 ± 0.077151	0.484 ± 0.124461	0.5521 ± 0.042823	0.505 ± 0.131574	0.494 ± 0.127580	0.749 ± 0.052323	0.755 ± 0.086406	0.795 ± 0.057769	0.803 ± 0.042719	0.661 ± 0.084660	0.823 ± 0.065870
precision_recall_auc	0.808 ± 0.037183	0.748 ± 0.061151	0.17669 ± 0.021132	0.713 ± 0.077485	0.496 ± 0.122302	0.5449 ± 0.048555	0.516 ± 0.130890	0.506 ± 0.126125	0.757 ± 0.048345	0.758 ± 0.091739	0.801 ± 0.038323	0.805 ± 0.037262	0.678 ± 0.086066	0.818 ± 0.080174
roc_auc	0.810 ± 0.046324	0.745 ± 0.061574	0.17608 ± 0.021720	0.709 ± 0.065730	0.489 ± 0.123148	0.5408 ± 0.049966	0.515 ± 0.141232	0.502 ± 0.131618	0.750 ± 0.044432	0.764 ± 0.104054	0.804 ± 0.048022	0.804 ± 0.043480	0.667 ± 0.058561	0.823 ± 0.094500
