	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.707 ± 0.045240	0.682 ± 0.049137	0.22711 ± 0.023298	0.601 ± 0.070038	0.365 ± 0.098274	0.6864 ± 0.101238	0.425 ± 0.103037	0.393 ± 0.100505	0.681 ± 0.038547	0.744 ± 0.066105	0.698 ± 0.048098	0.658 ± 0.053646	0.506 ± 0.071482	0.859 ± 0.033539
precision_recall_auc	0.771 ± 0.067262	0.662 ± 0.038464	0.19827 ± 0.034039	0.549 ± 0.058676	0.323 ± 0.076927	0.6530 ± 0.172624	0.428 ± 0.102067	0.372 ± 0.087868	0.657 ± 0.026090	0.771 ± 0.078590	0.762 ± 0.071113	0.764 ± 0.065289	0.428 ± 0.052705	0.895 ± 0.037421
roc_auc	0.766 ± 0.049832	0.658 ± 0.044030	0.19604 ± 0.032862	0.538 ± 0.078640	0.317 ± 0.088060	0.6255 ± 0.147795	0.429 ± 0.095906	0.368 ± 0.089403	0.655 ± 0.033603	0.774 ± 0.071874	0.757 ± 0.052156	0.763 ± 0.049543	0.417 ± 0.083846	0.900 ± 0.035855
