	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.925 ± 0.022010	0.873 ± 0.030955	0.10258 ± 0.013875	0.858 ± 0.034140	0.745 ± 0.061911	0.3574 ± 0.049200	0.780 ± 0.078449	0.763 ± 0.069503	0.852 ± 0.019922	0.928 ± 0.068687	0.924 ± 0.023038	0.908 ± 0.015849	0.800 ± 0.028689	0.945 ± 0.055876
precision_recall_auc	0.944 ± 0.012288	0.876 ± 0.020462	0.08994 ± 0.009191	0.861 ± 0.023746	0.752 ± 0.040923	0.3176 ± 0.046189	0.781 ± 0.050634	0.766 ± 0.044362	0.860 ± 0.024147	0.921 ± 0.048795	0.943 ± 0.012468	0.928 ± 0.021067	0.811 ± 0.038845	0.941 ± 0.037421
roc_auc	0.937 ± 0.022815	0.875 ± 0.039878	0.09250 ± 0.012202	0.862 ± 0.042924	0.751 ± 0.079756	0.3222 ± 0.050691	0.772 ± 0.093328	0.761 ± 0.085709	0.868 ± 0.028308	0.905 ± 0.081028	0.935 ± 0.023784	0.924 ± 0.021607	0.828 ± 0.040992	0.923 ± 0.071228
