	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.869, 0.953]	[0.798, 0.917]	[0.08478, 0.13629]	[0.778, 0.909]	[0.596, 0.833]	[0.3078, 0.4450]	[0.596, 0.880]	[0.596, 0.856]	[0.818, 0.880]	[0.778, 1.000]	[0.865, 0.952]	[0.884, 0.937]	[0.778, 0.833]	[0.818, 1.000]
precision_recall_auc	[0.926, 0.963]	[0.843, 0.899]	[0.07478, 0.10007]	[0.824, 0.889]	[0.687, 0.798]	[0.2628, 0.4248]	[0.708, 0.846]	[0.698, 0.811]	[0.833, 0.909]	[0.875, 1.000]	[0.925, 0.963]	[0.894, 0.955]	[0.778, 0.889]	[0.909, 1.000]
roc_auc	[0.881, 0.959]	[0.803, 0.922]	[0.07917, 0.11862]	[0.789, 0.914]	[0.606, 0.843]	[0.2733, 0.4148]	[0.600, 0.854]	[0.603, 0.849]	[0.826, 0.913]	[0.750, 1.000]	[0.877, 0.958]	[0.891, 0.949]	[0.778, 0.889]	[0.773, 1.000]
