	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.880 ± 0.030239	0.774 ± 0.042693	0.14401 ± 0.021028	0.735 ± 0.057561	0.548 ± 0.085385	0.4336 ± 0.056734	0.588 ± 0.086722	0.568 ± 0.085380	0.765 ± 0.037241	0.823 ± 0.059052	0.877 ± 0.031061	0.858 ± 0.044277	0.667 ± 0.069290	0.882 ± 0.043913
precision_recall_auc	0.904 ± 0.021387	0.779 ± 0.040159	0.12871 ± 0.018897	0.722 ± 0.058336	0.557 ± 0.080317	0.3961 ± 0.059623	0.685 ± 0.082843	0.617 ± 0.078144	0.743 ± 0.034226	0.942 ± 0.065559	0.901 ± 0.021955	0.897 ± 0.031288	0.589 ± 0.070273	0.968 ± 0.037421
roc_auc	0.903 ± 0.020751	0.770 ± 0.037697	0.12742 ± 0.019041	0.707 ± 0.054976	0.539 ± 0.075394	0.3925 ± 0.064653	0.684 ± 0.082406	0.607 ± 0.074201	0.734 ± 0.032594	0.950 ± 0.069125	0.900 ± 0.021329	0.900 ± 0.028377	0.567 ± 0.068293	0.973 ± 0.038331
