	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.687 ± 0.105191	0.726 ± 0.083356	0.21546 ± 0.029811	0.708 ± 0.085382	0.452 ± 0.166713	0.6965 ± 0.089803	0.457 ± 0.169927	0.454 ± 0.168194	0.766 ± 0.064796	0.692 ± 0.113825	0.666 ± 0.112873	0.752 ± 0.083273	0.733 ± 0.086066	0.718 ± 0.131740
precision_recall_auc	0.749 ± 0.115359	0.759 ± 0.065702	0.20968 ± 0.027001	0.731 ± 0.079058	0.518 ± 0.131405	0.6996 ± 0.119107	0.527 ± 0.129589	0.522 ± 0.130321	0.780 ± 0.060001	0.746 ± 0.080662	0.735 ± 0.125549	0.783 ± 0.078156	0.722 ± 0.097991	0.795 ± 0.080887
roc_auc	0.741 ± 0.108389	0.770 ± 0.079960	0.20830 ± 0.025658	0.751 ± 0.083205	0.539 ± 0.159920	0.7154 ± 0.168072	0.541 ± 0.162282	0.540 ± 0.161075	0.801 ± 0.066804	0.740 ± 0.101185	0.726 ± 0.115095	0.784 ± 0.081844	0.767 ± 0.077690	0.773 ± 0.102763
