	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.821 ± 0.041944	0.763 ± 0.040979	0.17042 ± 0.022996	0.729 ± 0.049252	0.525 ± 0.081957	0.5410 ± 0.109823	0.543 ± 0.086067	0.534 ± 0.083718	0.767 ± 0.034890	0.776 ± 0.056184	0.816 ± 0.044582	0.803 ± 0.042846	0.689 ± 0.053672	0.836 ± 0.043913
precision_recall_auc	0.861 ± 0.020878	0.775 ± 0.015337	0.15198 ± 0.013666	0.739 ± 0.023362	0.551 ± 0.030675	0.4921 ± 0.081858	0.583 ± 0.020919	0.566 ± 0.024683	0.769 ± 0.021018	0.814 ± 0.017827	0.858 ± 0.021213	0.838 ± 0.037934	0.678 ± 0.043823	0.873 ± 0.019165
roc_auc	0.867 ± 0.020736	0.787 ± 0.025254	0.14689 ± 0.011256	0.752 ± 0.032457	0.574 ± 0.050508	0.4680 ± 0.053023	0.615 ± 0.059068	0.594 ± 0.053291	0.775 ± 0.023817	0.839 ± 0.049578	0.863 ± 0.021153	0.851 ± 0.038784	0.683 ± 0.045737	0.891 ± 0.038331
