	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.643, 0.830]	[0.614, 0.876]	[0.16025, 0.23991]	[0.545, 0.865]	[0.227, 0.753]	[0.5719, 0.8914]	[0.240, 0.747]	[0.234, 0.750]	[0.640, 0.905]	[0.600, 0.875]	[0.624, 0.823]	[0.677, 0.859]	[0.500, 0.889]	[0.682, 0.909]
precision_recall_auc	[0.651, 0.866]	[0.636, 0.843]	[0.15898, 0.23740]	[0.563, 0.824]	[0.273, 0.687]	[0.5673, 0.7451]	[0.297, 0.708]	[0.284, 0.698]	[0.654, 0.857]	[0.643, 0.875]	[0.629, 0.860]	[0.702, 0.876]	[0.500, 0.833]	[0.682, 0.909]
roc_auc	[0.646, 0.860]	[0.664, 0.843]	[0.16363, 0.23737]	[0.606, 0.824]	[0.328, 0.687]	[0.5691, 0.8208]	[0.343, 0.708]	[0.337, 0.698]	[0.680, 0.857]	[0.647, 0.875]	[0.626, 0.855]	[0.699, 0.864]	[0.500, 0.833]	[0.682, 0.909]
