	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.790 ± 0.051204	0.712 ± 0.073319	0.18905 ± 0.030261	0.676 ± 0.081309	0.424 ± 0.146638	0.5920 ± 0.101314	0.436 ± 0.153102	0.430 ± 0.149439	0.732 ± 0.063956	0.704 ± 0.097685	0.783 ± 0.053560	0.792 ± 0.049588	0.656 ± 0.089963	0.768 ± 0.092038
precision_recall_auc	0.806 ± 0.060137	0.699 ± 0.058425	0.18781 ± 0.036148	0.642 ± 0.084598	0.398 ± 0.116850	0.5971 ± 0.121457	0.424 ± 0.110709	0.411 ± 0.113714	0.710 ± 0.056718	0.714 ± 0.060785	0.800 ± 0.063263	0.806 ± 0.053410	0.589 ± 0.108614	0.809 ± 0.041770
roc_auc	0.792 ± 0.070482	0.694 ± 0.061936	0.20063 ± 0.039101	0.637 ± 0.100872	0.389 ± 0.123872	0.6204 ± 0.133580	0.411 ± 0.129781	0.400 ± 0.126303	0.708 ± 0.052304	0.703 ± 0.084294	0.785 ± 0.073833	0.790 ± 0.067003	0.589 ± 0.117706	0.800 ± 0.048862
