	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.807, 0.904]	[0.737, 0.848]	[0.11055, 0.15716]	[0.688, 0.833]	[0.475, 0.697]	[0.3704, 0.5097]	[0.516, 0.708]	[0.495, 0.698]	[0.731, 0.864]	[0.750, 0.875]	[0.795, 0.900]	[0.860, 0.914]	[0.611, 0.833]	[0.773, 0.909]
precision_recall_auc	[0.840, 0.914]	[0.626, 0.821]	[0.11956, 0.13557]	[0.500, 0.800]	[0.253, 0.641]	[0.3977, 0.4762]	[0.333, 0.701]	[0.290, 0.660]	[0.633, 0.826]	[0.700, 0.923]	[0.828, 0.912]	[0.884, 0.914]	[0.389, 0.778]	[0.864, 0.955]
roc_auc	[0.842, 0.916]	[0.677, 0.821]	[0.11191, 0.13881]	[0.571, 0.800]	[0.354, 0.641]	[0.3799, 0.4569]	[0.467, 0.667]	[0.406, 0.649]	[0.667, 0.826]	[0.750, 0.917]	[0.828, 0.914]	[0.884, 0.922]	[0.444, 0.778]	[0.818, 0.955]
