	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.934 ± 0.010309	0.871 ± 0.019468	0.09642 ± 0.010655	0.854 ± 0.023005	0.743 ± 0.038936	0.3166 ± 0.024777	0.809 ± 0.055046	0.775 ± 0.045657	0.834 ± 0.014311	0.975 ± 0.052705	0.933 ± 0.010544	0.919 ± 0.013386	0.761 ± 0.026836	0.982 ± 0.038331
precision_recall_auc	0.927 ± 0.008703	0.776 ± 0.060177	0.10859 ± 0.007316	0.706 ± 0.093835	0.551 ± 0.120354	0.3409 ± 0.019940	0.726 ± 0.069989	0.631 ± 0.097210	0.736 ± 0.055695	0.990 ± 0.031623	0.925 ± 0.008825	0.910 ± 0.015432	0.556 ± 0.117121	0.995 ± 0.014374
roc_auc	0.921 ± 0.011708	0.773 ± 0.067222	0.11157 ± 0.010301	0.702 ± 0.104416	0.546 ± 0.134444	0.3511 ± 0.027730	0.717 ± 0.081216	0.624 ± 0.109278	0.736 ± 0.062764	0.981 ± 0.040304	0.919 ± 0.012016	0.906 ± 0.018056	0.556 ± 0.130946	0.991 ± 0.019165
