	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.710, 0.815]	[0.715, 0.770]	[0.17019, 0.20446]	[0.667, 0.743]	[0.429, 0.540]	[0.5272, 0.6251]	[0.453, 0.560]	[0.441, 0.545]	[0.720, 0.783]	[0.722, 0.800]	[0.679, 0.809]	[0.746, 0.806]	[0.611, 0.722]	[0.773, 0.864]
precision_recall_auc	[0.726, 0.828]	[0.641, 0.793]	[0.16790, 0.21943]	[0.588, 0.765]	[0.283, 0.586]	[0.5057, 1.4546]	[0.292, 0.604]	[0.287, 0.595]	[0.667, 0.792]	[0.625, 0.812]	[0.716, 0.827]	[0.710, 0.842]	[0.556, 0.722]	[0.727, 0.864]
roc_auc	[0.708, 0.843]	[0.664, 0.765]	[0.16487, 0.21342]	[0.606, 0.727]	[0.328, 0.530]	[0.5073, 1.3850]	[0.347, 0.560]	[0.337, 0.545]	[0.680, 0.760]	[0.667, 0.800]	[0.677, 0.839]	[0.729, 0.833]	[0.556, 0.667]	[0.773, 0.864]
