	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.836 ± 0.036964	0.777 ± 0.043382	0.17130 ± 0.023548	0.739 ± 0.053033	0.554 ± 0.086763	0.5637 ± 0.058914	0.599 ± 0.100888	0.575 ± 0.090272	0.768 ± 0.039504	0.830 ± 0.082738	0.832 ± 0.038331	0.814 ± 0.038779	0.672 ± 0.071482	0.882 ± 0.061359
precision_recall_auc	0.803 ± 0.045005	0.686 ± 0.058416	0.18241 ± 0.023271	0.582 ± 0.112429	0.372 ± 0.116832	0.5911 ± 0.064351	0.486 ± 0.107635	0.423 ± 0.108195	0.680 ± 0.050616	0.806 ± 0.087280	0.797 ± 0.047827	0.795 ± 0.037316	0.472 ± 0.136711	0.900 ± 0.067079
roc_auc	0.820 ± 0.057951	0.717 ± 0.081328	0.17711 ± 0.023503	0.648 ± 0.122871	0.434 ± 0.162655	0.5824 ± 0.067434	0.494 ± 0.174535	0.462 ± 0.166878	0.712 ± 0.066422	0.782 ± 0.119808	0.814 ± 0.061982	0.810 ± 0.038393	0.561 ± 0.134690	0.873 ± 0.067079
